content,level
"['Life isnÕt fair sometimes. Mark Zuckerberg created Facebook and is now worth $48 billion. James Goodfellow also invented something that millions of people around the world use every day Ð the cash machine Ð but it didnÕt make him rich. In fact, he earned just £10 from the patent and has not made any money from it since.', 'Who is the inventor of the ATM? People have argued for years over this question. In 2005,\ra man called John Shepherd-Barron received\ra UK honour as the Òinventor of the automatic cash dispenserÓ. But, the UK government is now saying it was Goodfellow who invented the ATM.', 'In the mid-1960s, GoodfellowÕs managers asked him to think of a way to allow customers to withdraw cash from banks on Saturdays. ÒMost people worked during the week and couldnÕt go to the bank. They wanted a solution. The solution was a machine which would give cash to a customer,Ó he says. ÒI wanted to develop a cash machine and, to make this happen, I invented the PIN [personal identi cation number] and a\rcoded token.""', 'GoodfellowÕs  first machines were installed in 1967. At around the same time, Shepherd-Barron was developing a similar machine. His machine didnÕt use plastic cards Ð it used cheques.', 'Most people agree that Shepherd-BarronÕs ATM was the ÒworldÕs  rstÓ to be installed and used by the public. The  rst one was at a bank in north London. It was opened on 27 June, 1967 Ð a month before GoodfellowÕs ATM appeared. But, Goodfellow registered the patent for his machine on 2 May, 1966, 14 months before Shepherd-BarronÕs ATM machine was  rst used.', 'Shepherd-Barron received an of cial honour\rfor his invention and Goodfellow says: ÒMy one big regret is that I never said anything about it until John Shepherd-Barron received the honour in 2005. The Queen gave him this honour for inventing the automatic cash dispenser. That really annoyed me and I complained about it.Ó', 'Shepherd-Barron is dead now but, in a 2005 interview, he criticized Goodfellow. He said GoodfellowÕs invention was a failure.', 'The cash machine is now used all over the world and, every year, there are more and more: there are now three million ATMs worldwide\rand there will be four million by 2020. The\rgood news for Goodfellow is that people are beginning to recognize him for his invention. The website ATMInventor.com says: ÒWho invented the idea of an ATM? We believe it was Luther George Simjian. Who invented the ATM as we know it? It was James Goodfellow for holding a patent date of 1966.Ó', 'Even better for Goodfellow, his invention is in a 180-page guidebook called Life in the United Kingdom. In the section about Ògreat British inventions of the twentieth centuryÓ, it says: ÒIn the 1960s, James Goodfellow (1937-) invented the automatic teller machine (ATM)\ror ÔcashpointÕ.Ó', 'So after all these years, Goodfellow is  nally among a group of famous British inventors with John Logie Baird (the television), Alan Turing\r(the Turing machine), Sir Frank Whittle (the jet engine) and Sir Tim Berners-Lee (the World Wide Web). When he was asked what he did with the £10 he received in the 1960s, Goodfellow said he spent it on a night out. ÒIt didnÕt change my life,Ó he said.', nan, nan, nan, nan, nan, nan]",Elementary
"['Our new international survey, including 33 countries, shows how wrong people around the world are about some important things.', 'British people think the richest 1% own 59% of their countryÕs wealth, when they actually ÒonlyÓ own 23%. Americans think that 33% of their population are immigrants but it is really only 14%.', 'Brazilians think the average age in their country is 56, when it is only 31. Russians think that 31% of their politicians are women, when it is only 14%.', 'In Britain, people think that 43% of young adults aged 25-34 still live at home with their parents, rather than the actual 14%. In India, people who did the online survey think 60% of the whole country also has internet access, when really only 19% do.', 'So, why do people across the world know so little about these things?', 'Some of us donÕt understand the questions. For example, most countries overestimate how many people are not religious: in the 33 countries, people thought 37% are not religious but the real number is actually just 18%. This is because we are thinking of how many people practise their religion, rather than how many people say they have a religion.', 'Rural areas are large so that is why people overestimate how many people live in\rthe countryside.', 'We see things from our own perspective and  nd it dif cult to imagine that there is a lot of variety in our countries. For example, the people from India who did the survey really overestimated their populationÕs access to the internet. Most people did the study online Ð and, in developing countries, this means the people who did the survey were probably wealthy. What we found from the survey is that people generalize from their own situations and forget that other peopleÕs situations might be different.', 'In Britain, this is probably the reason why people overestimated how much the richest people\rown, how many young people are still living at home and what proportion of the population are immigrants (the guess is 25%, when it is really only 13%). People are worried about these things and, because of this, they overestimate.', 'But, the survey suggests there are also some problems that people are not very worried about but they should be more worried. For example, most countries really underestimate how much of their population is overweight. The worst case is Saudi Arabia, where people think only 28% are overweight, when 71% are. Britons think it is 44%, when actually 62% are overweight.', 'In many ways, it is the differences between countries that are the most interesting and important aspects of the study. The top 1% in Russia own 70% of the nationÕs wealth, while the top 1% in New Zealand only own 18%. Half of Italians aged 25-34 still live with their parents but only 4% in Norway. The average age in India is 27; it is 47 in Japan. Only 10% of politicians are women in Brazil, Hungary and Japan, when 44% are in Sweden.', 'When the reality is so strange and varied, it is not surprising that weÕre often so wrong.', nan]",Elementary
"['The senior editor of The Atlantic magazine, James Hamblin, recently did an experiment.\rAs part of his series, ÔIf Our Bodies Could TalkÕ, Hamblin reduced the number of showers he had and did not use shampoo and soap when he had a shower.', 'He discovered what thousands of others have also discovered: the more we try to clean ourselves with soaps and body washes, the more our skin works to get back its balance.\rThis means we have to begin the whole process again. Showering removes oil and bacteria from the skin. Many would say ÒThat is the reason I shower!Ó But, it seems that this sometimes works too well, especially when you add hot water and soap products.', 'Our skin has millions of good bacteria. Showering destroys these bacteria. And when the bacteria return, they produce an odour Ð yes, showering too often may make you smell more. But, when you stop showering and using soap, your skin goes through a (probably gross) period of change. After this, the skin normally gets its balance back, it produces less oil and healthy bacteria  ourish.', 'Hamblin realized that the human body, working on its own, is lovely. We will smell and look\rbetter Ð skin experts say that using less soap can improve skin problems. But, thatÕs not the only advantage Ð reducing the number of showers\rwe have (and the number of cleansing products we use) can help the environment. The average shower lasts seven minutes and uses 65 litres of water. ThatÕs 65 litres of clean, drinkable water that we  ll with soap and wash down the drain each and every day Ð sometimes more\rthan once.', 'The importance of clean water is becoming harder and harder to ignore Ð for example, there is another summer of drought in California.\rItÕs becoming clear that clean water is one of\rthe most valuable things in the world and we soon wonÕt have enough. There is also the environmental effect of all those body wash bottles. So, there are many very good reasons to shower less.', 'Perhaps you remember the last time you were close to people who already donÕt shower enough but you can relax. Many people who shower less still use deodorant and hand-washing with soap is still a vital way to reduce the spread of\rmany diseases.', 'You donÕt need to give up showering completely, as James Hamblin did, but if you shower a lot, we have some simple advice: reduce. Shower less, put down the soap and let those lovely little bacteria  ourish.']",Elementary
"['Many of us know we donÕt get enough sleep but imagine if there was a simple solution: getting\rup later. In a speech at the British Science Festival, Dr Paul Kelley from Oxford University said schools should stagger their starting times to work with the natural rhythms of their students. This would improve exam results and studentsÕ health (lack of sleep can cause diabetes, depression, obesity and other health problems).', 'Dr Kelley said that, when children are around ten, their natural wake-up time is about 6.30am; at 16, this rises to 8am; and, at 18, a personÕs natural waking hour is 9am, although you may think they are just a lazy teenager. The normal school starting time works for 10-year-olds\rbut not for 16- to 18-year-olds. For the older teenagers, it might be better to start the school day at 11am or even later. ÒA 7am wake-up time for older teenagers,Ó says Kelley, Òis the same as a 4.30am start for a teacher in their 50s.Ó', 'He says the solution is not to tell teenagers to go to bed earlier. ÒThe bodyÕs natural rhythm\ris controlled by a particular kind of light,Ó says Kelley. ÒThe eye has cells that report to a part of the brain that controls our sleep rhythms over a 24-hour cycle. ItÕs the light that controls it.Ó', 'But it isnÕt just students who would bene t from\ra later start. Kelley says the working day should be more linked to our natural rhythms. Describing the average sleep loss per night for different age groups, he says: ÒBetween 14 and 24, people lose more than two hours. For people aged between 24 and about 30 or 35, they lose about an hour and a half. That can continue up until youÕre about 55 when itÕs in balance again. The 10-year-old and 55-year-old wake and sleep naturally at the same time.Ó', 'So, should workplaces have staggered starting times, too? Should people in their 50s and above come in at 8am, people in their 30s start at 10am and the teenage apprentice at 11am? Kelley says that synchronized hours could have Òmany positive effects. The positive side is that peopleÕs performance, mood and health will improve. ItÕs very positive because itÕs a solution that will make people less ill, and happier and better at what they do.Ó', 'There would probably be fewer accidents because drivers would be more awake, he says. It could mean the end of rush hour because people would stagger their work times and the times of their school run. A later start to the day for many, says Kelley, Òis something that would bene t all people, particularly families. Parents go and try to wake up teenagers who are waking up three hours too early. It creates problems\rfor everybody.Ó', 'So, what time does Kelley start work? ÒI am 67 so that means IÕm like a 10-year-old and I get up just after six. I wake naturally.Ó And, yes, he says he  nds the start of his working day much easier now than when he was younger.']",Elementary
"['One day, drones could deliver packages to your home. When will this happen? If you believe Amazon, it will be soon. Other people are not so sure. They have to invent the right technology but, also, they have to consider public safety.', ' Amazon say that they will be ready as soon as the Federal Aviation Authority (FAA) introduce rules for using drones. The FAA will  nally introduce rules for using unmanned aircraft\rby June 2016. But the technology has a long way to go before then and larger machines arenÕt legal yet Ð only drones up to 25kg will be legal. And the FAA says in the rules they want\rto introduce that drones will all have to use different radio frequencies that nobody can\rblock or hijack.', 'Professor Sajiv Singh, who works for delivery company NearEarth, said that  ying drones\ris quite simple Ð you just give it some basic instructions: go to this height, do this short task, go back home. But even short  ights from a mobile landing place could cause serious problems, he said.', 'ÒTheyÕre not planning to deliver in areas where nobody lives; theyÕre planning to deliver from a warehouse to the consumer, which will probably be in a town or city,Ó he said. ÒThe drone will have to see hazards. Maybe there will be things that the map doesnÕt know about. Maybe there will be construction equipment that wasnÕt there but is there now. Maybe GPS signals will be blocked so itÕs going to have an incorrect idea about where it is.Ó All this can be solved, he said Ð but\ritÕs dif cult.\r', 'One big problem is keeping radio contact with\ra drone and planning for what happens if that contact breaks. ÒIf a drone loses radio contact, it will keep going and crash into the ground,Ó said robot expert Daniel Huber.', 'ÒWe already have most of the technology we need,Ó said Huber. He is working on a program that will use drones to check telephone lines, bridges and so on. ÒWe can make drones  y around a certain area and look at every surface.Ó', 'Huber said about Amazon: ÒThey say that many packages are light Ð a drone can carry a kilogram for 15 minutes. If you have a vehicle that can\rgo into a neighbourhood, it can deliver from that vehicle. You need a 15-minute distance, and typical drones have about that distance.Ó ItÕs one way, he said, to make sure people are safe. ÒThe larger the distance, the more dangerous\rit becomes.Ó', 'Of course, safety is still a big worry Ð Singh points out that for a passenger aeroplane to be allowed to  y, it can only have one serious failure every one million hours. Drones, he said, are much less safe. ÒThe Reaper drone, for example, has one failure in 10,000 hours,Ó Singh said.', 'Part of the reason for this is simply that air travel is dangerous so standards are much higher. ÒIf you  y a passenger aeroplane, often they will say, ÔOh, a small part isnÕt working; we have to go back,ÕÓ Singh said. ÒAnd people have been  ying passanger aeroplanes for 60 years! I hate to think that a drone might come down on a busy road.Ó Part of the solution, Singh said, is planning for every situation: ÒIf things fail, the drone has to do something sensible.Ó', nan, nan, nan]",Elementary
"['Maria is waiting on a black plastic chair. When she is called, she picks up a brown paper bag full of food: pasta, eggs and corn akes. She can also choose between butternut squash or carrots as this weekÕs vegetables.', 'Maria is the 34th ÒclientÓ today at East Hampton Food Pantry, very close to some of the most expensive houses in the world.', 'Every day in the winter, more than 400 families collect their weekly food parcel from the food pantry. The food helps them get through the cold, dark Long Island winter.', 'The Hamptons are historic, oceanfront towns and villages 100 miles from Manhattan, New York. In the summer, it is full of billionaires. But, in early September, the rich and famous shut up their mansions and go back to Manhattan or Beverly Hills. The people who live here all year are mostly immigrants.', 'ÒThe people who come here are rich and famous but we who live here are not,Ó says Maria. She works 14-hour days in the summer cleaning mansions. She often has no work at all in\rthe winter.', 'Maria laughs when asked if she has enough money. ÒThere is no work in the winter, only in the summer,Ó says Maria. She, like many of the workers in the Hamptons, is from Latin America. ÒHere, lots of people live in a single room because they canÕt pay the rent.Ó', 'Lots of her friends canÕt pay for heating or medicine and many would be hungry if they did not get food from the East Hampton Food Pantry, she says.', 'Vicki Littman, chairperson of the East Hampton Food Pantry, which gave more than 31,000 food parcels in 2015, says there are more and more people coming to the food pantry.', 'Littman says that, when she talks to the people who come for the summer about the food pantries, they are always shocked. They know only the glamorous side of the Hamptons: the big parties and the beaches and mansions.', 'ÒBut, what the rich people donÕt know is that the gardeners, the nannies, the waitresses, they all need their summer earnings to get them through the winter.Ó', 'Housing is the biggest cost in the Hamptons. Larry Cantwell, who has lived in East Hampton all his life, says homes often cost more than $25 million. ÒIt is very dif cult to  nd your  rst home here,Ó Cantwell says. ÒIf you can  nd a home\rto buy anywhere in East Hampton for less than $500,000, youÕre very lucky.Ó', 'Cantwell says more than half the townÕs homes are empty for most of the year. The population goes from 80,000 in August to 10,000 in the winter months.', 'ÒThereÕs a lot of wealth here but almost all of that wealth is in second homes only used in the summer,Ó says Cantwell, the son of a  sherman father and a house-cleaner mother. ÒBut, the rest of us live here all year.Ó', ' ÒThere are famous and very wealthy people but also hard-working and poor people. YouÕve got to remember that this used to be a farming and  shing community Ð a real working-class community.Ó', 'Eddie Vallone, 22, says, ÒPeople only see the Hamptons as a rich town but there are a lot of problems here, especially drugs. ItÕs hard to understand. You think, ÔOK, the summer is over. What am I going to do for the winter?ÕÓ Vallone says, ÒI want to work but thereÕs no work.Ó', 'Vallone works cleaning swimming pools. He says that, if he is careful, he can make his summer earnings last until November. ÒBut, work doesnÕt start again until May or the beginning of June.Ó', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Elementary
"['There are worse things to do in life than stroll along RioÕs Copacabana beach in the sunshine on the way to watch a World Cup match. So it was not surprising that England fan Anthony McDowell from Liverpool was in a good mood. ÒThe place is lovely. The people are great. ThereÕs a party atmosphere,Ó said McDowell. ÒThe only thing that could be better is the England team.Ó', 'He and six friends were among the thousands\rof supporters from around the world who have made the beach into a party zone. Some danced, some took photos, some drank, but mostly they just walked and talked about football, waiting for the next game to begin on the big screen nearby.', 'The friendly, mostly peaceful mood was very different from the protests, transport chaos and stadium problems during the preparations for\rthe World Cup. But, now the football has started, visiting supporters want to enjoy the experience. ÒIf I knew, when I started planning, how complicated and expensive it would be, I wouldnÕt have come. But, now that weÕre here, itÕs great,Ó said Brian Hill, another England fan.', 'The trip has not been without its problems. Hill travelled for more than 20 hours to get to Rio.\rHis sonÕs sunglasses were stolen almost as soon as he sat on the beach. And, they have been surprised that many bars do not have big screens for the games. But, like many fans, they said they loved the atmosphere of this tournament, which has had a spectacular start.', 'Everyone enjoyed Robin van PersieÕs extraordinary diving header for the Netherlands against Spain. And, there have been lots of goals: 28 in the  rst eight games Ð almost three times as many as at the same stage in South Africa\rin 2010. Latin-American teams have been very successful so far and, as most fans are from neighbouring countries, this has added to the carnival atmosphere.', 'Up to now, the tournament has avoided the problems many people predicted, though it is not trouble free. The stadiums were delivered late and Ð in some cases Ð not fully  nished, but there\r have been no structural problems or dif culties entering the grounds.', 'As at previous World Cups, ticketing has been\ra problem, with many empty seats at several games. FIFA spokesman Saint-Clair Milesi said that only 48,000 of the 51,900 seats were  lled at the game between the Netherlands and Spain.', 'The Globo newspaper listed a number of problems in the 12 host cities. Almost all had worse traf c jams than usual. The worst transport problems were in Natal, where bus drivers were on strike. In Salvador, some journey times were  ve times longer than usual. ÒTraf c was already bad but this week it is chaotic,Ó said Jecilda Mello, a local person.', 'But, protests have happened less often since the opening day, when small demonstrations took place in several cities and police used pepper spray. Since then, the only security problem has been petty theft and overexcited fans. Police used pepper spray on Argentinian fans when they started a spontaneous street party and blocked roads.', 'The huge distances have created some very different World Cup experiences. The tournament has had only a small effect on Sa_o Paulo, South AmericaÕs biggest city. But, far away in Manaus Ð the remote Amazonian city where England played Italy Ð visitors said there was World Cup fever with brightly decorated streets and  ags on\rmany cars.', 'The English Football Association chairman,\rGreg Dyke, said there was a big difference in atmosphere. \x1cWe\x19ve had a really warm welcome in Manaus. It\x19s a big thing for them. But we were in Sa\x03o Paulo for four or  ve days before the  rst match and it was hard to see until the last day that the World Cup was happening. It was weird.\x1d']",Elementary
"['McDonaldÕs is the worldÕs biggest burger chain and a symbol of American consumer capitalism. But, these days, the golden arches of McDonaldÕs are not looking so golden. The company has got much bigger since 2003 but, now, the numbers\rof customers are falling. McDonaldÕs says that its worldwide sales have fallen by 3.3%.', 'The company has problems almost everywhere. In China, sales fell by 23%. In Europe, sales fell by 4%, mostly because of problems in Ukraine and the anti-western mood in Russia. Health inspectors have investigated around 200 of McDonaldÕs 450 restaurants in Russia and they have closed ten restaurants.', 'But the worst crisis is in the US, where McDonaldÕs has around 40% of its restaurants. Almost 60 years since Ray Kroc opened his  rst restaurant in Des Plaines, Illinois, consumers are losing their appetite for a Big Mac and fries.\r', 'Sales have fallen every month for 12 months\rin the US. Many younger diners are eating at rival companies such as Chipotle Mexican Grill. The number of 19-to-21-year-olds who visit McDonaldÕs once a month has fallen by 13% since 2011.', 'Another problem is that McDonaldÕs hamburgers were recently named the worst in America in a poll of more than 32,000 American diners Ð they said they would rather eat a burger at Five Guys, Smashburger or Fuddruckers. Many people also believe that McDonaldÕs is less healthy than most of its rivals, especially Chipotle. Chipotle uses antibiotic-free meat and Òlocally sourced, seasonalÓ ingredients.', 'McDonaldÕs asked customers for their opinions in the US in October. Someone asked ÒHave you ever used pink slime in your burgers?Ó Ð Ôpink slimeÕ is the beef  ller that is used for dog food. McDonaldÕs stopped using this meat product\rin 2012 but McDonaldÕs Chief Executive Don Thompson said the company still had to improve peopleÕs opinions about the freshness and quality of its ingredients.', 'McDonaldÕs has always had a reputation for fast service at low prices. But, since it introduced $2 items on its dollar menu, people think it is more expensive than its rivals and many consumers complain that service is slower.', 'But Mary Chapman at food analysts Technomic said that it wasnÕt fair to say that McDonaldÕs was more expensive than its rivals. ÒPrices have gone up but they havenÕt gone up as quickly as the rest of the fast-food chains in the US.Ó Prices at McDonaldÕs have increased by 4.8% since 2009, much less than the fast-food average (up 19.4%).', 'But people are right when they complain that the queues are longer. McDonaldÕs has a bigger menu than some other restaurants, with more complicated items Ð its chicken McWrap takes 60 seconds to make. ÒI think it is worth waiting but the guy behind me who wants his double cheeseburger for a dollar might not,Ó\rsaid Chapman.', 'McDonald managers are promising to improve peopleÕs opinions about its food in the US. Thompson has promised more organic food and Òbuild your own burgersÓ. But, to reduce queues, he also wants to introduce simpler menus. How can the company have simpler menus and, at the same time, a larger selection of  llings? ÒThey want to simplify the menu but also offer Ôbuild your own burgersÕ Ð that sounds tricky,Ó said consumer expert Mark Kalinowski. Only four out of McDonaldÕs 14,000 US restaurants have tested Òbuild your own burgerÓ, he said. ÒRight now, we are sceptical; we would like to see\rmore detail.Ó', 'Sales are falling but McDonaldÕs continues to expand around the world: by the end of 2014,\rit expects to open 1,400 new restaurants. Kalinowski thinks that McDonaldÕs sales will continue to fall but he thinks it will be number one for many years.', nan, nan, nan]",Elementary
"['More than one million British workers might be employed on zero-hours contracts. This number comes from a poll of more than 1,000 employers by the Chartered Institute of Personnel and Development (CIPD).', 'Recently, some UK organizations Ð from shops to Buckingham Palace Ð have been criticized for employing staff without a guarantee of work and pay each week. Employees on zero-hours contracts often get no holiday or sick pay and have to ask permission before looking for extra work with another company.', 'The CIPD found that 38% of zero-hours contract workers describe themselves as employed full-time. They say they typically work 30 hours or more a week. One-third of voluntary sector employers use the contracts and one in four public sector organizations.', 'The retail company Sports Direct employs around 20,000 of its 23,000 staff on zero-hours contracts. Other companies using the contracts include cinema chain Cineworld and Buckingham Palace, which uses the contracts for its 350 summer workers. Pub group J D Wetherspoon has 24,000 of its staff Ð 80% of its workforce Ð on zero-hours contracts.', 'Vidhya Alakeson, from the Resolution Foundation, said: ÒIf itÕs true that there are around one million people on zero-hours contracts, then that would be a big part of the workforce.Ó', 'Unions say that employers put pressure on staff to sign the contracts. In this way, the employers can avoid their responsibilities to employees and reduce staff bene ts.', 'Dave Prentis, of the trade union Unison, said: ÒThe majority of workers are only on these contracts because they have\rno choice.Ó', 'Workers on zero-hours contracts are often only told how many hours they will work when weekly or monthly rotas are created. But they have to be available for extra work at short notice. They may get holiday pay, but they do not get sick pay.', 'The charity National Trust, which employs many of its seasonal workers on zero-hours contracts, said it gives the same pay and bene ts to workers on zero-hours contracts as to full-time staff.', 'ÒWe believe zero-hours contracts are essential in our organization, because we are very weather-dependent,Ó the National Trust said. ÒItÕs important to be able to reorganize staff rotas quickly to respond to the weather and zero-hours contracts allow us to do this.Ó', 'Politician Chuka Umunna said, ÒWhile\rsome employees welcome the  exibility of zero-hours contracts, for many, zero-hours contracts leave them insecure and unsure of when work will come,Ó he said.', 'The poll shows that 17% of employers in the private sector use zero-hours contracts, lower than the 34% of organizations in the voluntary sector and 24% in the\rpublic sector.', 'Industries where employers were most likely to have at least one person on a zero-hours contract were hotels, catering and\rleisure (48%), education (35%) and healthcare (27%).', nan, nan, nan, nan]",Elementary
"['When you see the word Amazon, what’s\nthe first thing you think of – the world’s\nbiggest forest, the longest river or the largest\ninternet shop – and which do you think is\nmost important?', 'These are questions in a debate about how\nto redraw the boundaries of the internet.\nBrazil and Peru have made objections to\na bid made by the huge US e-commerce\ncompany for a prime new piece of\ncyberspace: “.amazon”.', 'The Seattle-based company has applied\nfor its brand to be a top-level domain\nname (currently “.com”), but the South\nAmerican governments argue this would\nprevent the use of this internet address for\nenvironmental protection, the promotion of\nindigenous rights and other public\ninterest uses.', 'Together with many other disputed claims\nto names, including “.patagonia”, the issue\ngoes directly to the heart of debates about\nthe purpose and governance of the internet.', 'Until now, the differences between\ncommercial, governmental and other types\nof identity were easy to see in every internet\naddress by the use of “.com”, “.gov” and 20\nother categories.', 'But these categories – or generic top-level\ndomains (gTLDs) as they are technically\nknown – are about to see the biggest\nexpansion since the start of the\nworldwide web.', 'The Internet Corporation for Assigned\nNames and Numbers (ICANN) – a\nUS-based non-profit organization that plays\na key role in cyberspace governance – has\nreceived bids (each worth almost $200,000)\nfor hundreds of new gTLDs to add to the\nexisting 22.', 'Amazon has applied for many new domains,\nincluding “.shop”, “.song”, “.book” and\n“.kindle”. But the one that has caused most\ndiscussion is its application is for its\nown brand.', 'Brazil and Peru have asked for the\n“.amazon” application to be withdrawn. They\nsay a private company should not be given\na name that is also the name of an important\ngeographical area, an area that runs\nthrough and across their territories and is\nalso used for certain regions and\ncross-border organizations.', '“Allowing private companies to register\ngeographical names as gTLDs to strengthen\ntheir brand or to profit from the meaning of\nthese names is not, in our view, in the public\ninterest,” the Brazilian Ministry of Science\nand Technology said.', 'Brazil said its views were supported by\nother members of the Amazon Cooperation\nTreaty (Bolivia, Colombia, Ecuador, Guyana,\nSuriname and Venezuela).', 'There have been other objections over\nproposed top-level domains that take\ngeographical, cultural or contested\nbrand names.', 'Argentina is unhappy that the US outdoor\nclothing retailer, Patagonia, is claiming a\ndomain name that has been known far\nlonger as a region of spectacular beauty\nthat also has its own parliament. “Argentina\nrejects the ‘.patagonia’ request for a new\ngeneric top-level domain. Patagonia is an\nimportant region for the country’s economy\nbecause it has oil, fishing, mining and\nagriculture resources. It is also a region with\na vibrant local community and it is a major\ntourist destination.”', 'The contested proposals are expected to be\ndiscussed again at a meeting of ICANN’s\nGovernmental Advisory Committee in\nDurban in July. The first approved domain\nnames will probably be in use before the\nend of 2013.', nan]",Intermediate
"['To tourists, Amsterdam still seems very liberal. Recently the city’s Mayor assured them that the city’s marijuana-selling coffee shops would stay open despite a new national law to prevent drug tourism. But the Dutch capital’s plans to send nuisance neighbours to “scum villages” made from shipping containers may damage its reputation for tolerance.', 'The Mayor, Eberhard van der Laan, says his controversial new £810,000 policy to deal with antisocial behaviour is to protect victims of abuse and homophobia. The camps, where antisocial families will be rehoused for three to six months, have been called “scum villages” because the policy is similar to proposals from Geert Wilders, the far-right politician, who last year said that “repeat offenders” should be “sent to a village\nfor scum”.', 'Bartho Boer, a spokesman for the Mayor, says that the plans are not illiberal. “We want to defend the liberal values of Amsterdam,” he says. “We want everyone to be who he and she is – whether they are gay and lesbian or resist violence and are then victims of harassment. We as a society want to defend them.” According to Boer, the villages are not for “a problem neighbour who has the stereo too loud on Saturday night” but “people who are extremely violent and intimidating and in a clear situation where a victim is being harassed again\nand again”.', 'People found guilty of causing “extreme havoc” will be evicted and put in “basic” temporary homes, including converted shipping containers in industrial areas of the city. “We call it a living container,” says Boer. Housing antisocial families in these units, which have showers and kitchens\nand have been used as student accommodation, will mean that they are not “rewarded” for their behaviour by being put in better accommodation.', 'Dutch newspaper the Parool has written that in the 19th century troublemakers were moved to villages in Drenthe and Overijssel, which rapidly became slums. But Boer insists that the government has learned from past mistakes and is not planning to house antisocial families together.', 'It would be more accurate to call them “scum houses” than scum villages, says Boer, “because we don’t want to put more than one of these families in the same area”. After a maximum of six months in these houses, in different parts of the city, the families will be found permanent homes. The city government expects to move around ten families a year into this programme, which starts in 2013.', 'The temporary accommodation will be heavily policed, but antisocial families will also have access to doctors, social workers and parole officers. “They are taken care of so the whole situation is not going to repeat at the new house they are in,” says Boer.']",Intermediate
"['Brazil’s latest funk sensation, Anitta, has won\nmillions of fans by making the favela sound\npopular, but she is at the centre of a debate about\nskin colour.', 'Anti-discrimination campaigners and social\ncommentators say the music industry’s fastest\nrising star has had to give up her blackness to be\na success in the predominantly white\nmiddle-class market.', 'The controversy began with the publication of\nthen-and-now photographs that show a dramatic\nlightening of Anitta’s skin tone since she signed a\ndeal with Warner.', 'In the first photo, when she was quite unknown,\nshe looked darker. In the second – a marketing\nphoto after she became famous – she seems\nlighter. The contrast has restarted discussion\nabout whether you need to have light skin to get\nahead in Brazil.', 'Jarid Arraes, a psychology student and blogger,\nwrote a post criticizing the discrimination in media\nand marketing that she felt Anitta’s image change\nrepresented. “People refuse to accept that they\nare racist and they think they live in a multiracial\ndemocracy, but the statistics show that is far from\nthe case. White is the image of the rich, the nice,\nthe successful, the good, while people see black\nas the opposite of all that.”', 'Born Larissa de Macedo Machado, the\ndiva-to-be was a church chorister in her\nchildhood. In her teens, she made a name for\nherself in Rio de Janeiro’s baile funk scene as a\ndancer and singer.', 'She now has an album and a huge hit single,\nShow das Poderosas, which topped the charts\nand attracted 52 million YouTube views.', 'Many people love her because she is a pop idol\nwith a strong message and some catchy tunes.\nHer marketing team want people to see her as a\ncultural bridge between the predominantly black\nand mixed-race shanty towns on Rio’s hillsides\nand the wealthier and whiter communities below.', 'gangsta references and explicit lyrics of baile\nfunk. Now, however, questions are being asked\nabout whether she – or her marketing team –\nhave gone too far in changing her. Arraes says\nthat if pop stars have curly hair, they will want\nto straighten it. If they have a big nose, they will\nwant to make it smaller. It creates a vicious cycle\nfor how you feel about yourself.', 'This is a sensitive topic in this largely\nmixed-raced nation. Brazil – one of the last big\ncountries in the world to ban slavery – has the\nlargest population of African descent outside\nAfrica, but race and where your family come from\nare less important there than colour. There is a\nclear link between skin tone and inequality.', 'In Brazilian cities, white workers earn roughly\ntwice as much as those of African descent. Up\nuntil 2011, black or mixed-race students also\nspent two years less at school on average.', 'Most business and government executives are\nwhite, while most menial jobs are done by black\nand mixed-race workers. If you walk through\nIpanema, Gávea or other rich districts, you are far\nmore likely to see black nannies pushing strollers\nwith white children than a white nanny pushing a\nblack child.', 'Defining colour is complex. People who define\nthemselves as white were in the minority for\nthe first time in the most recent census in 2010.\nAmong the 197 million population, 82 million said\nthey were “pardu” (mixed race), 15 million black,\ntwo million Asian and 0.5% indigenous.', 'Sylvio Ferreira, a psychology lecturer at the\nFederal University of Pernambuco, believes\nAnitta has won the hearts of the middle class by\ntaking a rebellious sound and making it more\nacceptable to everyone.', 'Maycon de Mattos Batista, a financial analyst\nwho worked with Anitta while she was an intern,\nsaid there had been a huge change in Anitta’s\nimage, but not of her colour.', '“I don’t believe it’s whitening; it’s more the way\nthey are producing her with makeup, hairstylists\nand the way she dresses,” he said. “I don’t think\nthat was because of pressure they put on her.\nShe always liked to show off, sing and dance.\nThat was a natural thing for her. I believe that it is\nbecause of this naturalness that she is where she\nis today.”', nan, nan, nan, nan]",Intermediate
